experiment,experiment_label,layer,component,type,param_name,condition_number_base,condition_number_exp,condition_number_diff,condition_number_log_ratio
adamw_sft,AdamW + SFT,22,gate_proj,mlp,model.layers.22.mlp.gate_proj.weight,22.904187063530273,22.90426050424602,7.344071574877375e-05,1.3925334426420518e-06
adamw_sft,AdamW + SFT,22,up_proj,mlp,model.layers.22.mlp.up_proj.weight,12.79968858450657,12.799556703738908,-0.00013188076766290635,-4.474748299881653e-06
adamw_sft,AdamW + SFT,22,k_proj,attn,model.layers.22.self_attn.k_proj.weight,20.39377999771742,20.395845782416366,0.002065784698945805,4.3989562500805634e-05
adamw_sft,AdamW + SFT,22,o_proj,attn,model.layers.22.self_attn.o_proj.weight,35374.77308841131,31906.9924525092,-3467.7806359021124,-0.044807793156692394
adamw_sft,AdamW + SFT,22,q_proj,attn,model.layers.22.self_attn.q_proj.weight,47977.340735145204,53804.68294836393,5827.342213218726,0.04978390416381745
adamw_sft,AdamW + SFT,22,v_proj,attn,model.layers.22.self_attn.v_proj.weight,5.233505964972921,5.23291003576636,-0.0005959292065611521,-4.9455088786045464e-05
adamw_sft,AdamW + SFT,23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,11.80645745879601,11.80487067956291,-0.0015867792330990227,-5.837278292289757e-05
adamw_sft,AdamW + SFT,23,gate_proj,mlp,model.layers.23.mlp.gate_proj.weight,19.84423847022627,19.843755768569952,-0.0004827016563169195,-1.0564135062764059e-05
adamw_sft,AdamW + SFT,23,up_proj,mlp,model.layers.23.mlp.up_proj.weight,10.79189058648552,10.79231522304981,0.00042463656428992635,1.7088172558844814e-05
adamw_sft,AdamW + SFT,23,k_proj,attn,model.layers.23.self_attn.k_proj.weight,16.001526800630636,15.993768586252624,-0.0077582143780112744,-0.0002106153244773091
adamw_sft,AdamW + SFT,23,o_proj,attn,model.layers.23.self_attn.o_proj.weight,13053.866526333686,11275.514238889855,-1778.3522874438313,-0.0636028100563171
adamw_sft,AdamW + SFT,23,q_proj,attn,model.layers.23.self_attn.q_proj.weight,764874.9518123881,1540740.5057181695,775865.5539057814,0.30413906137716434
adamw_sft,AdamW + SFT,23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,4.042193780833294,4.042256124792309,6.234395901483225e-05,6.698201534199114e-06
adamw_sft,AdamW + SFT,24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,10.013056479364716,10.011246591789062,-0.0018098875756535904,-7.850702082553026e-05
adamw_sft,AdamW + SFT,24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,21.0475855955308,21.048123712785006,0.0005381172542051615,1.1103333711212665e-05
adamw_sft,AdamW + SFT,24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,13.895235392599337,13.894715322334696,-0.0005200702646419586,-1.6255059138396792e-05
adamw_sft,AdamW + SFT,24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,31.211181081905732,31.235971735774022,0.02479065386829049,0.00034481779416898695
adamw_sft,AdamW + SFT,24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,13596.107700858232,13231.547034898273,-364.5606659599598,-0.01180397121931446
adamw_sft,AdamW + SFT,24,q_proj,attn,model.layers.24.self_attn.q_proj.weight,119825.2524376554,92824.96284556335,-27000.289592092056,-0.11088356853344529
adamw_sft,AdamW + SFT,24,v_proj,attn,model.layers.24.self_attn.v_proj.weight,3.6003445004354857,3.598137001541539,-0.002207498893946891,-0.0002663630150992262
adamw_sft,AdamW + SFT,25,down_proj,mlp,model.layers.25.mlp.down_proj.weight,9.428473935149443,9.427723164141538,-0.0007507710079046603,-3.4583400285996824e-05
adamw_sft,AdamW + SFT,25,gate_proj,mlp,model.layers.25.mlp.gate_proj.weight,21.338091581274373,21.3378767131532,-0.00021486812117288423,-4.373235949506917e-06
adamw_sft,AdamW + SFT,25,up_proj,mlp,model.layers.25.mlp.up_proj.weight,18.112209505291784,18.11219804395534,-1.1461336445250936e-05,-2.748199631306414e-07
adamw_sft,AdamW + SFT,25,k_proj,attn,model.layers.25.self_attn.k_proj.weight,22.462953951457504,22.4189146702618,-0.04403928119570466,-0.0008522828276022363
adamw_sft,AdamW + SFT,25,o_proj,attn,model.layers.25.self_attn.o_proj.weight,16296.613319126418,15307.857724863468,-988.7555942629497,-0.027182943740683932
adamw_sft,AdamW + SFT,25,q_proj,attn,model.layers.25.self_attn.q_proj.weight,24555.210708810777,22038.533596110934,-2516.677112699843,-0.046960971197052705
adamw_sft,AdamW + SFT,25,v_proj,attn,model.layers.25.self_attn.v_proj.weight,4.337190824833435,4.337202651238508,1.1826405073023238e-05,1.1842078591772557e-06
